行政區,土地面積,建物總面積,屋齡,樓層,總樓層,用途,房數,廳數,衛數,電梯,車位類別,交易日期,總價,經度,緯度
清水區,15.12,158.81,-0.8542269859999999,2,15,商,3,2,2,1,坡道機械,2019/3/4,5700000,120.54201599999999,24.268656
西屯區,6.09,30.82,31.06155499,4,5,住,1,0,1,0,無,2020/3/18,1662000,120.644158,24.174073
北屯區,27.78,194.91,0.005475814,9,14,住,3,2,2,1,坡道平面,2018/4/27,9600000,120.72266100000002,24.161238
西區,2.04,26.41,22.584994899999998,4,19,住,1,1,1,1,無,2017/8/14,1200000,120.667952,24.129922
北屯區,9.67,73.4,0.06297186099999999,4,12,住,1,1,1,1,坡道機械,2018/5/20,3270000,120.710393,24.161037
西屯區,25.8,87.01,37.75299972,4,5,住,3,2,2,0,無,2020/1/22,5480000,120.652101,24.159607
大里區,25.82,156.28,0.8706544279999999,6,15,住,3,2,2,1,坡道平面,2017/6/3,8500000,120.68595900000001,24.121675
西屯區,11.02,106.46,0.18343976899999997,7,22,商,2,2,1,1,坡道機械,2017/10/6,9750000,120.63491,24.176417999999998
西屯區,28.87,383.69,9.708618247,11,27,住,4,2,3,1,坡道平面,2019/7/5,45800000,120.63853999999999,24.162348
太平區,18.41,134.38,28.50708776,4,12,住,4,2,2,1,坡道機械,2020/4/22,6650000,120.712453,24.158915
西區,20.35,194.53,28.09092589,8,12,住,4,2,2,1,坡道平面,2017/7/22,8780000,120.662201,24.158286999999998
大里區,22.58,148.71,13.88940225,1,12,住,3,2,2,1,坡道平面,2019/3/6,6420000,120.691575,24.104049
南屯區,37.52,361.84,0.555795122,4,23,住,4,2,3,1,坡道平面,2017/2/15,33180000,120.64123700000002,24.137081
北屯區,15.94,100.63,4.10686051,6,10,住,3,2,2,1,坡道機械,2018/10/24,5710000,120.717522,24.172619
西區,12.74,139.12,10.30274407,6,14,住,3,2,2,1,坡道平面,2017/10/23,10600000,120.65526100000001,24.135203
后里區,36.76,185.66,2.732431193,8,12,住,3,2,2,1,坡道平面,2020/1/19,10980000,120.72251399999999,24.308108999999998
北屯區,30.91,256.27,1.401808388,10,21,住,3,2,2,1,坡道平面,2017/9/21,22900000,120.68633799999999,24.204612
西屯區,19.06,137.88,22.45357536,6,9,住,3,2,2,1,坡道平面,2019/12/10,7700000,120.66387399999999,24.176068
北屯區,6.73,92.44,25.41325284,9,17,商,2,1,1,1,無,2020/5/21,5280000,120.68029299999999,24.174247
南區,34.87,96.06,24.59461864,4,5,住,3,2,2,0,無,2017/10/1,4300000,120.668869,24.123491
南區,16.21,119.2,25.95535843,4,12,住,4,2,2,1,無,2019/11/9,5500000,120.646561,24.112468
北屯區,26.65,278.45,3.411432131,2,15,住,4,2,2,1,坡道平面,2017/4/25,11680000,120.740504,24.161138
南區,8.62,111.07,26.50020192,3,12,住,3,2,2,1,無,2019/11/12,4930000,120.68382,24.11895
東區,14.95,133.05,21.40769489,8,12,住,3,2,2,1,無,2020/2/11,4000000,120.69698600000001,24.146827
北區,25.26,75.12,36.51820366,5,5,住,7,0,7,0,無,2017/8/31,6780000,120.68388799999998,24.161208
西屯區,16.2,135.57,9.355428242999999,9,12,住,3,2,2,1,坡道平面,2017/11/18,8200000,120.61342900000001,24.1734
北區,44.06,200.06,37.72835856,1,5,商,5,2,3,0,無,2019/7/23,8800000,120.676717,24.147880999999998
西屯區,8.46,110.28,24.32356585,7,20,住,2,2,2,1,坡道機械,2018/7/14,6530000,120.63491,24.176417999999998
北區,26.7,85.33,35.05342341,3,5,住,3,2,2,0,無,2017/6/1,4500000,120.672779,24.170838
南區,15.5,125.57,4.805026797,4,15,住,2,1,1,1,無,2018/4/15,7200000,120.65898899999999,24.125247
南屯區,3.57,47.23,19.35974045,6,23,住,1,1,1,1,無,2017/4/26,2620000,120.64844599999999,24.143280999999998
西屯區,23.72,214.59,10.05085662,6,15,住,3,2,2,1,坡道平面,2016/12/23,13920000,120.593303,24.182435
北區,8.3,96.84,25.2407647,5,16,住,3,2,2,1,無,2020/3/11,5080000,120.699026,24.153876999999998
北屯區,22.75,133.09,28.66314846,5,8,住,3,2,2,1,坡道機械,2019/8/27,5450000,120.72280400000001,24.180726999999997
北區,8.79,49.37,27.91569984,6,8,住,1,1,1,1,無,2017/5/13,2600000,120.67114299999999,24.17322
太平區,9.61,85.27,28.28531729,5,13,住,3,2,1,1,無,2020/1/19,3750000,120.716981,24.152365
清水區,30.33,106.03,-1.188251641,4,6,住,2,1,1,1,一樓平面,2018/11/6,5225400,120.564539,24.271692
西屯區,16.63,92.01,25.41051493,4,6,住,1,0,1,1,無,2017/6/11,5000000,120.661475,24.168429999999997
北區,23.75,88.67,38.30058112,4,5,住,5,0,5,0,無,2018/6/19,6880000,120.66414499999999,24.1633
北區,26.79,230.85,20.21670534,11,14,住,4,2,2,1,坡道平面,2019/11/3,11550000,120.69091599999999,24.158404
北屯區,15.47,96.13,21.30365442,6,7,住,2,2,1,1,無,2019/1/20,4700000,120.686443,24.181455
北屯區,20.98,141.5,21.62398954,8,12,住,3,2,2,1,坡道平面,2017/8/2,6500000,120.693715,24.184654000000002
大里區,26.13,192.59,1.653695832,4,15,住,3,2,2,1,坡道平面,2017/8/2,11250000,120.683803,24.105744
西屯區,9.24,136.73,16.49588972,6,14,住,3,2,2,1,坡道平面,2017/5/4,8180000,120.647751,24.17239
西區,2.41,24.15,29.81580731,9,12,住,1,1,1,1,無,2020/4/18,960000,120.668177,24.130672
南屯區,8.73,91.04,13.64025271,10,14,住,2,2,2,1,無,2017/9/30,6200000,120.624711,24.151926
北區,19.0,69.43,38.33617391,5,5,住,7,0,7,0,無,2018/3/10,4880000,120.67779099999998,24.1599
北屯區,16.6,176.27,0.128681629,7,15,商,3,2,2,1,坡道機械,2016/9/20,8040000,120.720325,24.175056
大雅區,18.54,103.27,24.31809004,4,10,住,3,1,2,1,無,2018/8/20,4300000,120.65571399999999,24.226106
南屯區,17.14,193.61,21.89230443,3,14,住,4,3,2,1,坡道機械,2017/6/15,9600000,120.651008,24.157204999999998
西屯區,8.85,86.87,20.89570628,10,13,住,2,2,1,1,無,2020/2/9,5820000,120.63797199999999,24.175832999999997
北區,19.21,98.68,26.63162146,7,7,住,3,2,2,1,無,2020/3/24,4150000,120.701835,24.155916
南區,4.36,28.49,26.56317378,2,7,住,1,0,1,1,無,2018/6/29,1500000,120.673754,24.125903
北屯區,21.39,164.64,1.3990704809999999,4,14,住,3,2,2,1,坡道平面,2018/1/5,8700000,120.706928,24.167439
大里區,19.02,128.32,0.13963325699999998,8,12,住,2,1,1,1,坡道平面,2020/2/5,8900000,120.682019,24.118060999999997
南區,9.23,97.76,21.5281628,9,13,住,3,2,2,1,無,2019/12/25,6000000,120.66561499999999,24.118551999999998
西屯區,29.3,236.58,0.443540935,11,24,住,3,2,2,1,坡道平面,2017/5/26,20580000,120.63630400000001,24.180047000000002
南屯區,19.78,206.42,0.761138148,14,15,住,3,2,2,1,坡道平面,2017/12/18,11000000,120.61018899999999,24.136194
北屯區,20.93,181.22,-0.580436285,12,15,住,3,2,2,1,坡道平面,2019/4/24,13300000,120.688534,24.195242
北屯區,25.99,119.99,0.51198861,2,12,住,2,2,1,1,坡道平面,2019/9/21,7300000,120.68261000000001,24.190038
南屯區,20.96,125.64,27.52417914,7,7,住,3,2,2,1,升降機械,2020/2/21,7450000,120.64732099999999,24.152179999999998
西區,3.29,30.74,23.49124212,10,10,商,1,1,1,1,無,2018/9/18,1780000,120.675422,24.150763
北區,6.0,73.23,20.6328672,8,14,住,2,2,1,1,無,2019/6/25,4460000,120.67918200000001,24.172578
北屯區,16.72,145.99,19.32688556,14,16,住,3,2,2,1,坡道平面,2019/10/14,9020000,120.69495900000001,24.185238000000002
西屯區,29.84,152.12,0.815896288,10,12,住,3,2,2,1,坡道平面,2018/6/8,11230000,120.664831,24.17472
西屯區,23.53,98.4,31.12726476,5,5,住,3,2,2,0,無,2017/4/25,3270000,120.66136499999999,24.16574
北屯區,21.39,164.64,0.9829086159999999,14,14,住,3,2,2,1,坡道平面,2017/8/6,9000000,120.706928,24.167439
南屯區,2.77,33.91,24.55902585,9,14,住,1,0,1,1,無,2019/8/4,1700000,120.62423999999999,24.145305
南區,25.06,186.07,5.881024251,2,10,住,3,2,2,1,坡道平面,2016/10/16,9800000,120.68123100000001,24.120816
北區,3.67,33.15,21.8019535,2,13,住,1,0,1,1,無,2016/12/25,1530000,120.669946,24.162554
南屯區,19.1,198.92,19.43092603,12,14,住,4,2,2,1,坡道平面,2017/3/26,13000000,120.639626,24.143017999999998
北屯區,10.66,105.51,23.58980677,15,15,住,3,2,2,1,坡道機械,2017/12/13,5100000,120.70325600000001,24.165472
北區,42.62,324.27,4.2793486519999995,13,20,住,4,2,2,1,坡道平面,2017/12/29,29000000,120.66928999999999,24.157657999999998
豐原區,22.67,166.36,-1.705716065,11,12,商,3,1,2,1,坡道平面,2018/4/3,10250000,120.728348,24.252361999999998
北屯區,30.89,267.83,0.123205815,4,24,住,4,2,3,1,坡道平面,2017/8/1,22550000,120.68249899999999,24.188503
東勢區,18.94,81.99,26.56317378,2,6,住,2,1,1,1,無,2020/6/23,2600000,120.836528,24.251571
北屯區,9.15,119.55,6.124697975,12,22,住,2,2,2,1,坡道平面,2019/9/9,9100000,120.697477,24.171067999999998
北屯區,20.43,164.43,1.2320581529999999,6,23,住,3,2,2,1,坡道平面,2019/10/25,12880000,120.70500600000001,24.182593
南區,23.13,206.39,4.736579122,15,26,住,3,2,2,1,坡道平面,2019/7/25,14000000,120.655758,24.115095
西屯區,30.25,343.81,1.453828621,13,25,住,4,2,3,1,坡道平面,2017/10/15,20800000,120.61137099999999,24.191810999999998
南屯區,35.63,223.55,1.18003792,5,15,住,4,2,2,1,坡道平面,2017/10/31,16430000,120.584166,24.167175
北屯區,56.86,248.19,-2.546253516,7,15,住,3,2,2,1,坡道平面,2017/8/17,22100000,120.689975,24.193757
西區,25.63,241.72,24.90400214,3,15,住,3,2,2,1,坡道平面,2019/6/9,12600000,120.65146399999999,24.148664
北屯區,16.72,146.65,18.53563044,12,16,住,3,2,2,1,坡道平面,2018/12/29,7900000,120.69495900000001,24.185238000000002
西屯區,20.79,119.2,23.65004073,2,6,住,3,2,2,1,升降機械,2019/1/18,6550000,120.653702,24.169855
南屯區,12.34,167.51,23.62539956,11,24,住,3,2,2,1,坡道平面,2018/3/6,11000000,120.645121,24.147876999999998
北區,23.9,146.48,25.33659144,5,7,住,3,2,2,1,升降平面,2017/10/23,6500000,120.677741,24.167334
霧峰區,40.71,139.98,15.54583599,5,5,住,3,2,2,0,無,2020/3/6,7300000,120.696496,24.056117999999998
北屯區,17.37,120.55,4.087695161,3,14,住,2,2,1,1,坡道機械,2019/5/18,6800000,120.72429,24.166522
太平區,27.84,165.25,-0.317597213,6,18,住,2,2,2,1,坡道平面,2019/12/13,10000000,120.71203100000001,24.160288
西屯區,28.98,213.95,25.31742609,5,7,住,4,2,3,1,坡道平面,2017/5/23,8400000,120.664055,24.173223999999998
南區,3.88,43.02,21.35293675,6,19,住,1,0,1,1,無,2018/9/4,1700000,120.674522,24.12927
南區,23.77,89.51,23.81431515,5,7,住,3,2,2,1,無,2016/12/5,2980000,120.650625,24.114684
中區,15.07,76.62,33.71458688,5,5,住,3,2,1,1,無,2016/12/26,3000000,120.682298,24.136474
南區,45.24,175.17,24.84376818,2,12,住,4,2,2,1,坡道平面,2016/9/4,7600000,120.65898899999999,24.125247
北屯區,15.26,170.61,5.374511455,3,15,住,3,2,2,1,坡道平面,2019/10/28,8800000,120.720325,24.175056
西屯區,20.45,192.04,21.82111885,4,14,住,4,2,2,1,坡道機械,2017/12/11,10000000,120.63491,24.176417999999998
北屯區,17.35,159.6,4.1150742319999996,10,15,商,3,2,2,1,坡道機械,2019/11/27,8350000,120.72065400000001,24.179994
北區,12.16,152.44,20.58906069,13,20,住,3,2,2,1,坡道機械,2020/1/17,6000000,120.67286499999999,24.168824
西屯區,28.05,103.69,35.0890162,4,5,住,4,4,4,0,無,2016/12/20,6600000,120.64419199999999,24.167645
西屯區,13.23,198.76,6.483363793,12,24,住,3,2,2,1,坡道平面,2019/11/27,16500000,120.634606,24.172937
西屯區,28.9,180.34,10.05907034,12,14,住,3,2,2,1,坡道平面,2017/7/16,8590000,120.66198100000001,24.176007000000002
南區,17.82,148.95,11.48278199,3,12,住,3,2,2,1,坡道平面,2019/12/18,8600000,120.65736799999999,24.115072
北屯區,14.23,99.19,27.36264263,7,7,住,3,2,2,1,無,2020/1/28,5200000,120.69286299999999,24.176705
大雅區,24.32,101.08,25.31742609,4,6,住,2,2,2,1,無,2018/8/1,3950000,120.647043,24.216967999999998
沙鹿區,40.35,182.24,5.36082192,7,7,住,3,2,2,1,坡道平面,2020/5/23,7000000,120.56605900000001,24.200098
西區,15.07,101.96,14.338419,8,9,住,2,2,2,1,無,2017/12/23,6800000,120.657801,24.134485
北屯區,2.47,35.67,22.04836513,11,24,住,1,1,1,1,無,2017/12/11,1580000,120.697477,24.171067999999998
北區,13.22,145.24,0.772089776,9,14,商,2,1,1,1,坡道平面,2017/9/28,10680000,120.69211899999999,24.157736
北屯區,33.65,279.65,4.005557951,13,21,住,3,2,2,1,坡道平面,2020/4/29,25880000,120.685934,24.185939
西區,13.51,74.33,8.829750098,6,10,商,3,1,2,1,無,2020/4/1,6450000,120.67383999999998,24.149298
豐原區,41.37,192.0,-1.713929786,10,12,住,3,2,2,1,坡道平面,2018/4/10,8700000,120.744978,24.26451
南區,11.18,167.47,18.15232346,13,14,住,4,2,2,1,坡道平面,2017/4/4,8650000,120.658266,24.117993
西屯區,41.3,56.14,39.43681253,3,4,住,3,1,1,0,無,2019/2/26,3260000,120.65434599999999,24.161428
南屯區,19.01,187.59,8.189079858,12,15,住,3,2,2,1,坡道平面,2017/6/7,14200000,120.648525,24.134454
西區,3.7,35.75,34.07872852,8,12,商,1,1,1,1,無,2017/5/16,1300000,120.664351,24.130534
北區,29.06,102.17,34.04313572,3,5,住,3,2,2,0,無,2018/9/9,3950000,120.69368600000001,24.160373999999997
南屯區,23.31,143.69,26.568649600000004,1,7,住,3,1,2,1,坡道機械,2018/1/1,2255573,120.647129,24.141653
南區,23.72,131.8,9.878368481,5,8,住,3,2,2,1,無,2018/3/26,6580000,120.65837900000001,24.12461
東區,13.93,125.05,0.24641163100000002,4,12,住,3,2,2,1,無,2017/2/5,7560000,120.697318,24.141867
西屯區,3.42,22.88,18.69169114,6,8,住,1,0,1,1,無,2018/2/5,1300000,120.647521,24.182756
南區,27.0,230.03,3.025387243,18,24,住,4,2,2,1,坡道平面,2020/2/23,17200000,120.666141,24.118504
清水區,11.28,123.14,-0.40247233,13,15,商,2,2,1,1,坡道機械,2019/8/16,4550000,120.542064,24.268632999999998
北屯區,20.35,176.79,0.48187163299999997,5,15,住,3,2,2,1,坡道平面,2020/5/16,12910000,120.68933799999999,24.195997
西屯區,12.7,126.83,27.587151000000002,2,15,住,2,2,1,1,坡道機械,2019/2/22,3880000,120.615746,24.188419
大里區,18.64,126.25,-0.733759078,4,12,住,2,1,1,1,坡道平面,2019/3/23,7900000,120.682154,24.117805999999998
南屯區,27.42,275.54,0.5366297729999999,9,23,住,3,2,2,1,坡道平面,2017/2/8,20180000,120.64123700000002,24.137081
北屯區,20.97,191.94,4.536711911,8,14,住,3,2,2,1,坡道平面,2020/3/7,12190000,120.72406299999999,24.162231
中區,9.0,63.6,37.08768832,5,5,住,2,2,1,0,無,2020/4/25,3100000,120.675503,24.144703
西屯區,9.36,62.31,10.21239314,2,7,住,2,2,2,1,無,2018/4/18,5450000,120.647195,24.183329999999998
西屯區,11.24,108.64,9.262339405,14,15,住,2,2,1,1,坡道平面,2016/12/11,8200000,120.609973,24.192242
北區,31.93,250.97,0.030116977000000003,7,14,住,4,2,2,1,坡道平面,2017/10/13,20140000,120.671653,24.173351
北屯區,37.68,219.72,25.06827656,3,7,商,3,2,2,1,坡道平面,2017/9/19,7450000,120.696827,24.164251999999998
北區,11.95,126.79,0.476395819,17,21,商,3,1,1,1,坡道平面,2019/11/3,9530000,120.69211899999999,24.157736
南屯區,18.44,186.61,23.43922189,8,16,住,3,2,2,1,坡道平面,2018/7/7,11600000,120.63348899999998,24.153454
西區,7.43,44.47,23.35982258,7,7,住,1,1,1,1,無,2018/11/5,2350000,120.65166799999999,24.147987
北屯區,23.65,185.41,1.007549779,11,15,住,4,2,2,1,坡道平面,2018/11/26,10200000,120.727425,24.160373999999997
中區,6.24,63.94,36.55653436,8,10,住,1,1,1,1,無,2017/5/9,2300000,120.675261,24.144935999999998
北屯區,14.66,153.35,25.30921237,9,13,住,3,2,2,1,坡道機械,2019/6/1,7180000,120.70312,24.186776000000002
北屯區,32.63,177.07,1.322409084,13,13,住,3,2,2,1,坡道平面,2018/6/16,13180000,120.69599099999999,24.18511
東區,28.8,170.19,0.6242427979999999,3,14,住,3,2,2,1,坡道平面,2017/9/1,8150000,120.69896100000001,24.127845999999998
南屯區,6.81,71.63,11.24184617,12,13,住,2,1,2,1,坡道機械,2018/12/24,5880000,120.62940900000001,24.139544
西屯區,12.3,140.76,24.99161516,15,16,住,3,2,2,1,坡道平面,2020/2/12,8000000,120.646929,24.170544
北屯區,22.05,201.88,3.857710973,13,14,住,3,2,2,1,坡道平面,2019/7/3,12800000,120.740504,24.161138
北屯區,22.48,126.74,0.09856465199999999,3,12,住,2,1,1,1,坡道平面,2018/1/30,6650000,120.726729,24.157031
南屯區,6.89,107.7,24.31261422,13,22,住,2,2,2,1,無,2018/3/4,5220000,120.64764699999999,24.1446
東區,10.55,101.35,13.46502666,11,15,商,2,2,1,1,無,2020/1/18,5680000,120.70108300000001,24.135270000000002
北屯區,15.26,172.33,2.513398632,9,15,住,3,2,2,1,坡道平面,2016/12/17,8350000,120.720325,24.175056
西屯區,18.66,114.62,26.31128634,5,11,住,3,2,2,1,坡道機械,2018/6/7,5120000,120.667052,24.177973
西屯區,30.25,342.95,1.037666756,20,25,住,3,1,3,1,坡道平面,2017/5/16,21680000,120.61137099999999,24.191810999999998
南區,12.19,96.0,25.74727749,12,12,住,3,2,1,1,無,2020/3/29,4600000,120.663747,24.113765
南屯區,30.67,185.06,1.078735361,7,14,住,3,2,2,1,坡道平面,2017/10/1,11150000,120.612804,24.153545
西屯區,28.9,180.51,9.774328015,11,14,住,3,2,2,1,坡道平面,2017/4/3,8850000,120.66198100000001,24.176007000000002
大雅區,12.47,119.06,20.87380302,1,14,住,3,1,2,1,升降機械,2020/5/5,5100000,120.653871,24.221482
西區,17.26,124.49,22.77664839,5,10,住,4,2,2,1,升降平面,2016/11/17,5050000,120.67209,24.131598999999998
南屯區,18.98,156.21,2.562680959,2,14,住,3,2,2,1,坡道平面,2016/12/11,9960000,120.610532,24.139198
西屯區,12.48,93.03,24.14560189,11,14,住,2,2,1,1,坡道機械,2020/3/12,5800000,120.642596,24.170842999999998
西區,30.9,108.16,32.07731849,3,5,住,3,2,2,0,無,2019/9/11,5000000,120.655258,24.141161
西屯區,8.77,73.63,21.12295256,4,14,住,2,1,1,1,無,2017/3/4,4200000,120.64198300000001,24.171337
西屯區,18.36,158.22,23.22018933,7,15,住,4,1,2,1,坡道平面,2018/1/9,5900000,120.605703,24.187635999999998
北屯區,27.31,159.96,0.09308883800000001,13,14,住,3,2,2,1,坡道平面,2018/5/29,8500000,120.72266100000002,24.161238
西區,40.99,382.37,6.045298671,8,14,住,3,2,3,1,坡道平面,2018/12/29,31880000,120.664177,24.144629000000002
大里區,19.68,114.01,28.16758729,6,10,住,3,2,2,1,坡道機械,2019/1/31,4580000,120.690595,24.088892
北屯區,17.28,128.67,0.21081884,12,13,商,2,2,1,1,坡道平面,2019/3/22,8880000,120.68567,24.196404
北區,49.21,130.36,37.70097949,2,5,住,3,2,2,0,無,2019/6/13,12000000,120.68796999999999,24.15157
中區,18.36,147.16,3.605823528,7,12,商,2,2,1,1,坡道平面,2019/5/4,8880000,120.67783999999999,24.146457
西屯區,3.09,21.06,23.77324654,4,12,住,1,0,1,1,無,2018/7/9,920000,120.60798799999999,24.18479
北屯區,20.21,116.22,3.096572825,3,12,住,2,2,1,1,坡道平面,2018/3/12,7200000,120.708017,24.169734
西屯區,6.67,97.58,13.35003457,11,23,住,2,1,1,1,無,2019/3/18,7500000,120.648726,24.162115
南屯區,25.19,150.25,2.4997090969999998,9,12,住,3,1,2,1,坡道平面,2020/4/3,11050000,120.61340700000001,24.152201
西屯區,16.35,109.02,22.93270909,14,14,住,2,2,2,1,坡道機械,2017/10/14,4450000,120.608129,24.188533
南區,11.31,126.13,20.76428674,17,19,住,3,2,2,1,無,2018/2/1,5600000,120.67579599999999,24.127848999999998
南區,16.68,106.21,24.21131166,5,8,住,3,1,1,1,坡道機械,2018/7/6,4500000,120.648996,24.113644
北區,12.38,51.47,25.07649028,7,7,住,3,2,2,1,無,2017/10/20,1984461,120.694778,24.158484
北屯區,19.83,178.72,6.442295187,3,15,住,3,2,2,1,坡道平面,2016/11/8,12080000,120.68943600000001,24.185710999999998
西屯區,48.12,261.18,0.61329117,14,21,住,3,2,2,1,坡道平面,2018/2/8,24200000,120.62793799999999,24.1837
西區,3.96,50.85,22.45631327,9,12,住,3,2,3,1,無,2016/10/24,1850000,120.65138799999998,24.146567
西屯區,3.4,26.51,25.63502331,5,12,住,1,0,1,1,無,2019/6/3,1530000,120.64158700000002,24.175989
烏日區,27.25,124.79,-0.9089851259999999,6,13,住,2,2,2,1,坡道平面,2019/2/22,6620000,120.60698400000001,24.10517
南區,11.56,129.77,12.21927897,2,14,住,3,2,2,1,坡道平面,2017/8/21,7400000,120.68382,24.11895
大里區,20.31,120.2,26.8835089,7,8,住,3,2,2,1,坡道平面,2020/4/21,4700000,120.69391200000001,24.079481
西屯區,39.7,189.6,12.95851386,8,14,住,3,2,2,1,坡道平面,2018/6/19,8500000,120.6497,24.178298
西屯區,21.46,117.46,24.1072712,4,7,住,3,2,2,1,坡道機械,2017/1/23,6250000,120.635733,24.173756
西屯區,20.85,110.12,27.03409379,2,6,住,3,2,2,1,無,2016/8/1,4850000,120.66034199999999,24.16385
北屯區,13.95,159.72,4.462788421,7,15,住,3,2,2,1,坡道平面,2018/11/29,8200000,120.720325,24.175056
西區,3.34,47.68,21.94158675,17,22,商,1,1,1,1,無,2017/12/28,1475000,120.657572,24.14415
南屯區,33.16,173.91,0.019165348999999998,6,7,住,3,2,2,1,坡道平面,2017/5/1,13800000,120.636054,24.133095
北屯區,25.72,210.76,7.041896822000001,11,15,住,3,2,2,1,坡道平面,2019/9/22,13168000,120.713606,24.181495
北區,28.66,154.99,0.7584002409999999,4,13,住,2,2,2,1,坡道平面,2017/8/18,7530000,120.699776,24.153179
南區,3.88,43.01,21.27901326,6,19,住,1,0,1,1,無,2018/8/8,1600000,120.674522,24.12927
北區,11.04,142.25,11.02828942,4,15,住,3,2,2,1,坡道平面,2019/2/1,9280000,120.67511699999999,24.163264
